seed,static_solver_seconds,active_solver_seconds,static_over_active
20260891,123.4287042170763,116.69896314293146,1.0576675309951327
20260892,124.23330034688115,115.93391591496766,1.0715872000562865
20260893,118.83977316133678,115.03638765588403,1.0330624560015746
