tolerance,consumer_tv,ot_stage_seconds
1e-4,3.612946461619207e-05,2.3942455537617207
3e-4,1.2043774345305014e-04,1.8358071520924568
1e-3,5.011131684748878e-04,1.2985573522746563
3e-3,1.5162388486404596e-03,0.8881929721683264
1e-2,4.875569053268469e-03,0.5904590990394354
