arm,label,seed,gpu,repeat,gpu_energy_joules,endpoint_wall_seconds,joules_per_window_second
ca,CA,1884470933,2,2,720.957,3.185769248753786,226.30546775540162
ca,CA,1884470933,3,0,709.943,3.182033210992813,223.10986495910694
ca,CA,1884470933,3,1,729.627,3.183092560619116,229.21953606592155
ca,CA,1884470933,3,2,728.158,3.184023216366768,228.6911716777267
ca,CA,55048408,0,0,741.621,3.171385895460844,233.8476062031652
ca,CA,55048408,0,1,720.018,3.1729422956705093,226.92439159151021
ca,CA,55048408,0,2,742.434,3.172475378960371,234.02356561181497
ca,CA,55048408,1,0,690.558,3.173904709517956,217.57363979112029
ca,CA,55048408,1,1,691.698,3.175144985318184,217.84768985303023
ca,CA,55048408,1,2,670.81,3.1753197610378265,211.2574639666373
ca,CA,55048408,2,0,751.205,3.1844017915427685,235.90144999763322
ca,CA,55048408,2,1,752.254,3.1836750209331512,236.28479510434158
ca,CA,55048408,2,2,733.791,3.1812358237802982,230.6622459469314
ca,CA,55048408,3,0,741.695,3.1763154678046703,233.507977251588
ca,CA,55048408,3,1,739.173,3.177969790995121,232.592833983026
ca,CA,55048408,3,2,718.092,3.1778096556663513,225.97074016675933
ca,CA,979986572,0,0,700.68,3.173438422381878,220.79520908872487
ca,CA,979986572,0,1,721.761,3.1750934459269047,227.31960879006394
ca,CA,979986572,0,2,722.126,3.173396695405245,227.55617066267348
ca,CA,979986572,1,0,662.32,3.1749305836856365,208.60928531896974
ca,CA,979986572,1,1,681.76,3.1760634817183018,214.65565909632159
ca,CA,979986572,1,2,683.76,3.1750607527792454,215.35335958579066
ca,CA,979986572,2,0,730.953,3.1792765259742737,229.9117406202982
ca,CA,979986572,2,1,731.609,3.182790119200945,229.8640414856114
ca,CA,979986572,2,2,742.905,3.1823705956339836,233.44389902898797
ca,CA,979986572,3,0,696.156,3.180733248591423,218.86651460265972
ca,CA,979986572,3,1,718.323,3.1823385767638683,225.72173974350184
ca,CA,979986572,3,2,718.803,3.1797355264425278,226.0574799452561
